#separator:tab
#html:true
#tags column:3
"32F + low MCV + low Hb + smear is shown below; Dx?<br><img src=""paste-d55f350f68556e191d781ead2389cc8dfe0a7ad6.jpg"">"	&nbsp;iron deficiency anemia (IDA); smear shows pale RBCs (i.e., with central pallor).	
32M&nbsp;+&nbsp;watery&nbsp;diarrhea&nbsp;+&nbsp;hypokalemia&nbsp;+&nbsp;achlorhydria;&nbsp;Dx?&nbsp;	"<div>→ VIPoma, aka WDHA syndrome
(Watery Diarrhea, Achlorhydria, Hypokalemia).</div>"	
32M&nbsp;+&nbsp;increased&nbsp;bowel&nbsp;motions&nbsp;+&nbsp;facial&nbsp;flushing;&nbsp;Dx?	"<div>→ VIPoma (another presentation I saw that was harder
to Dx).</div>"	
32M&nbsp;+&nbsp;steatorrhea&nbsp;+&nbsp;pancreatic&nbsp;tumor;&nbsp;Dx?	<div>→ somatostatinoma.</div>	
Biggest&nbsp;risk&nbsp;factor&nbsp;pancreatic&nbsp;cancer?	<div>→ smoking</div>	
Biggest&nbsp;risk&nbsp;factor&nbsp;for&nbsp;gall&nbsp;bladder&nbsp;cancer	<div>&nbsp;→ smoking</div>	
52F&nbsp;+&nbsp;2&nbsp;kids&nbsp;+&nbsp;BMI&nbsp;28&nbsp;+&nbsp;recurrent&nbsp;colicky&nbsp;epigastric&nbsp;pain;&nbsp;next&nbsp;best&nbsp;step&nbsp;in&nbsp;Dx?	<div>→ ultrasound (cholelithiasis).<br></div>	
Above&nbsp;52F&nbsp;+&nbsp;USS&nbsp;shows&nbsp;calcification&nbsp;in&nbsp;the&nbsp;gall&nbsp;bladder&nbsp;wall;&nbsp;next&nbsp;best&nbsp;step&nbsp;in&nbsp;Mx?&nbsp;	"<div>&nbsp;→ cholecystectomy → porcelain gallbladder carries 1/3 risk of cancer
→ must do surgical removal.</div>"	
Why&nbsp;increased&nbsp;risk&nbsp;of&nbsp;cholesterol&nbsp;stones&nbsp;in&nbsp;pregnancy?	"<div>&nbsp;→ estrogen upregulates HMG-CoA
reductase + progesterone slows biliary peristalsis → <b>both of these hormonal
effects are exceedingly HY.</b></div>"	
Brown&nbsp;pigment&nbsp;stones&nbsp;	"<div>→ bacterial infection
→ bacteria deconjugate bilirubin, making it less water soluble → stone precipitation.</div>"	
Black&nbsp;pigment&nbsp;stones&nbsp;	"<div>&nbsp;→ hemolytic anemia
/ increased RBC turnover syndromes
(e.g., sickle cell).</div>"	
What&nbsp;are&nbsp;pigment&nbsp;stones&nbsp;composed&nbsp;of?	<div>→ calcium bilirubinate.</div>	
Random vignette of sickle cell anemia; Q asks you which of the following is the patient at increased&nbsp;risk&nbsp;of&nbsp;+&nbsp;all&nbsp;answers&nbsp;seem&nbsp;obscure	"<div>cholelithiasis → black pigment
stones.</div>"	
USMLE Q will ask you whether high vs low cholesterol, bile acids, and phosphatidylcholine = good or&nbsp;bad for cholesterol stone formation?	<div>↑ cholesterol = bad; <br>↑&nbsp;bile acids = good;<br>↑&nbsp;phosphatidylcholine = good.<br></div>	
<div>45F&nbsp;+&nbsp;recurrent&nbsp;duodenal&nbsp;ulcers&nbsp;+&nbsp;Hx&nbsp;of&nbsp;renal&nbsp;calculi&nbsp;+&nbsp;serum&nbsp;gastrin&nbsp;levels&nbsp;elevated&nbsp;+&nbsp;she&nbsp;is&nbsp;started<br></div><div>on&nbsp;PPI;&nbsp;next&nbsp;best&nbsp;step&nbsp;in&nbsp;Mx?</div>	"<div>&nbsp;→ <b>check serum calcium
levels </b>→ MEN1 (pancreatic, parathyroid, pituitary).<br></div>"	
Travel&nbsp;+&nbsp;watery&nbsp;(or&nbsp;brown-green)&nbsp;diarrhea;&nbsp;Dx?	"<div>&nbsp;→ Travelers diarrhea
→ ETEC HL/HS toxins.</div>"	
MOA&nbsp;of&nbsp;ETEC&nbsp;HL&nbsp;toxin?	"<div>&nbsp;→ HL toxin ADP ribosylates adenylyl cyclase → <b>increases cAMP </b>→ increases Cl secretion into small bowel lumen → Na follows
Cl → water follows Na → secretory diarrhea.<br></div>"	
Which organism has same MOA as ETEC HL toxin?	"<div>→ Cholera toxin → difference
is cholera is described as “liters
and liters” of high-volume stool (“rice-water stool” is buzzwordy and rarely
seen); if vignette wants to describe rice-water, they’ll say “specks
of mucous” in high-volume watery stool.</div>"	
MOA of ETEC HS toxin?&nbsp;	<div>→ ADP ribosylates guanylyl cyclase → <b>increases cGMP </b>→ decreases Cl reabsorption from lumen → more Na stays in lumen → more water stays with Na → watery diarrhea.</div>	
Which&nbsp;organism&nbsp;has&nbsp;same&nbsp;MOA&nbsp;as&nbsp;ETEC&nbsp;HS&nbsp;toxin?&nbsp;	"<div>→ Yersinia enterocolitica toxin → difference is Y. enterocolitica causes bloody, not watery,
diarrhea, and Y. enterocolitica also causes pseudoappendicitis in children (due to terminal
ileitis / mesenteric adenitis) and arthritis
in adults.</div>"	
Reheated&nbsp;fried&nbsp;rice&nbsp;+&nbsp;watery&nbsp;diarrhea;&nbsp;organism&nbsp;+&nbsp;mechanism?	<div>&nbsp;→ Bacillus cereus → activation of spores.</div>	
Kid + bloody diarrhea + petechiae + red urine; Dx?&nbsp;	"<div>→ hemolytic uremic syndrome (HUS) caused by EHEC O157:H7 or Shigella → HUS = triad of thrombocytopenia + schistocytosis
(microangiopathic hemolytic anemia) +
renal insufficiency; toxin will inhibit ADAMTS13 in afferent arterioles + cause endothelial damage → platelet consumption + clumping (thrombocytopenia) → RBCs shear as they pass by the platelet
clumps (schistocytosis).</div>"	
&nbsp;How&nbsp;does&nbsp;HUS&nbsp;contrast&nbsp;with&nbsp;TTP?&nbsp;	"<div>→ TTP is caused by a mutation
that results in defective ADAMTS13, or antibodies against ADAMTS13, resulting in the inability to
cleave vWF multimers → platelet clumping
→ similar progression as HUS. One of the points of contrast is
that TTP is not toxin-induced, and TTP also tends
to be a pentad of the HUS findings + fever + neurologic signs.</div>"	
&nbsp;Bloody diarrhea + chicken / turtles&nbsp;	<div>→ Salmonella enteritidis / typhimurium.</div>	
&nbsp;Chicken&nbsp;+&nbsp;bloody&nbsp;diarrhea&nbsp;+&nbsp;most&nbsp;common&nbsp;cause&nbsp;overall&nbsp;in&nbsp;the&nbsp;US&nbsp;	<div>→ Campylobacter jejuni</div>	
&nbsp;Bloody&nbsp;diarrhea&nbsp;+&nbsp;ascending&nbsp;paralysis&nbsp;	"<div>→ Guillain-Barre syndrome
caused by Campylobacter jejuni (many
vignettes for GBS <b>will not </b>mention
recent infection; GBS can also be caused by Shigella, Salmonella, and Yersinia).<br></div>"	
<div>&nbsp;Homeless&nbsp;shelter&nbsp;+&nbsp;diarrhea&nbsp;or&nbsp;constipation&nbsp;+&nbsp;rose&nbsp;spots&nbsp;on&nbsp;abdomen&nbsp;+&nbsp;prostrated&nbsp;(lying&nbsp;down&nbsp;in pain);&nbsp;Dx?&nbsp;</div>	"<div>
<div>→ typhoid fever → Salmonella typhi → don’t confuse with food poisoning Salmonella strains (enteritidis + typhimurium) → the reservoir for typhoid is <b>humans; </b>it is not spread
by chickens or turtles.</div></div>"	
&nbsp;Shigella&nbsp;vs&nbsp;Salmonella&nbsp;points&nbsp;	"<div>→ Salmonella produces H2S gas, is motile, and requires many organisms to cause infection; Shigella does not
produce H2S gas, is non-motile, <b>and very
few organisms cause infection; </b>they
are both oxidase-negative.</div>"	
Incubation&nbsp;period&nbsp;for&nbsp;infective&nbsp;diarrhea?	"<div>&nbsp;→ gram-negative rods are 1-3 days (E.coli,
Salmonella, Shigella, Yersinia).</div>"	
Tx&nbsp;for&nbsp;food&nbsp;poisoning&nbsp;diarrhea&nbsp;	"<div>→ don’t treat majority of time → answer = “Abx increase
duration of fecal
excretion of organism.”</div>"	
Creams&nbsp;+&nbsp;custards&nbsp;+&nbsp;mayo&nbsp;+&nbsp;potato&nbsp;salad&nbsp;+&nbsp;vomiting&nbsp;1-6&nbsp;hours&nbsp;after&nbsp;meal;&nbsp;Dx?	"<div>→ S. aureus
heat- stable preformed
toxin.</div>"	
Immunocompromised&nbsp;+&nbsp;watery&nbsp;diarrhea;&nbsp;Dx?	<div>→ Cryptosporidum parvum.</div>	
Tx&nbsp;for&nbsp;C.&nbsp;parvum?	<div>→ supportive is correct over nitazoxanide.</div>	
Fresh&nbsp;water&nbsp;lake&nbsp;/&nbsp;scuba&nbsp;diving&nbsp;+&nbsp;floaty&nbsp;stools;&nbsp;Dx?	<div>&nbsp;→ Giardia causing steatorrhea.</div>	
Who&nbsp;notably&nbsp;gets&nbsp;Giardia&nbsp;on&nbsp;USMLE?&nbsp;	<div>→ IgA deficiency.</div>	
Tx&nbsp;for&nbsp;Giardia&nbsp;	<div>→ metronidazole.</div>	
&nbsp;Travel&nbsp;+&nbsp;bloody&nbsp;diarrhea&nbsp;+&nbsp;epigastric/RUQ&nbsp;pain;&nbsp;Dx?&nbsp;	<div>→ Entamoeba histolytica + liver abscess.</div>	
Tx&nbsp;for&nbsp;the&nbsp;liver&nbsp;abscess	<div>&nbsp;→ drain.</div>	
Intestinal&nbsp;obstruction&nbsp;+&nbsp;rough-surfaced&nbsp;eggs&nbsp;in&nbsp;stool;&nbsp;Dx?&nbsp;	"<div>→ Ascariasis (Ascaris
lumbricoides)</div>"	
Tx&nbsp;for&nbsp;most&nbsp;nematodes&nbsp;(roundworms)	"<div>&nbsp;→ mebendazole or pyrantel
pamoate.</div>"	
Kid + perianal itching; Dx?&nbsp;	<div>&nbsp;→ Enterobius vermicularis (pinworm).</div>	
Walking on soil / beach + microcytic anemia →	"<div>hookworm (Ancylostoma duodenale / Necator Americanus) → USMLE will ask how you acquired
hookworm, and the answer is “through your feet.”<br></div>"	
Strongyloides stercoralis; how do you acquire?&nbsp;	<div>&nbsp;→ through skin (“through your feet”).</div>	
Pregnant&nbsp;woman&nbsp;+&nbsp;ring-enhancing&nbsp;lesions&nbsp;on&nbsp;CT&nbsp;+&nbsp;cats&nbsp;is&nbsp;not&nbsp;an&nbsp;answer;&nbsp;how&nbsp;did&nbsp;she&nbsp;acquire?	<div>&nbsp;→ pork → can also get Toxo from pork.</div>	
Travel to Mexico + cystic lesion seen in lateral ventricle on CT and/or “swiss cheese” appearance of&nbsp;brain;&nbsp;Dx?	"<div>→ cysticercosis Taenia
solium → pork tapeworm (cestode).<br></div>"	
Travel&nbsp;to&nbsp;Mexico&nbsp;+&nbsp;muscle&nbsp;cysts&nbsp;	"<div>
<div>→ taenia solium.</div>
</div>
<br>"	
Fish&nbsp;+&nbsp;high&nbsp;MCV;&nbsp;Dx?	"<div>&nbsp;→ Diphyllobothrium latum (fish tapeworm)
causing B12 deficiency.</div>"	
&nbsp;Beef&nbsp;+&nbsp;tapeworm;&nbsp;Dx?	<div>&nbsp;→ Taenia saginata.</div>	
Crabmeat + hemoptysis; Dx?&nbsp;	<div>→ Paragonimus westermani.</div>	
Worm&nbsp;+&nbsp;portal&nbsp;hypertension;&nbsp;Dx?	"<div>→ Schistosoma mansoni
/ japonicum</div>"	
Worm + cholangiocarcinoma (bile duct cancer); Dx?&nbsp;	<div>→ Clonorchis sinensis.</div>	
Dogs&nbsp;or&nbsp;travel&nbsp;+&nbsp;liver&nbsp;cysts&nbsp;+&nbsp;diarrhea;&nbsp;Dx?&nbsp;	<div>→ Hydatid cyst disease → Echinococcus granulosis.</div>	
Neonate&nbsp;+&nbsp;regurgitating&nbsp;milk&nbsp;while&nbsp;feeding;&nbsp;next&nbsp;best&nbsp;step&nbsp;in&nbsp;Mx?&nbsp;Dx?	"<div>&nbsp;→ insertion
of NG tube → Dx = tracheoesophageal fistula → USMLE wants “endoderm” as the answer if they ask embryo → most common variant is proximal esophagus ends in
blind pouch + distal esophagus connects to trachea.</div>"	
Rupture&nbsp;of&nbsp;gastric&nbsp;ulcer&nbsp;→&nbsp;left&nbsp;shoulder&nbsp;pain;&nbsp;which&nbsp;structure&nbsp;is&nbsp;irritated?	<div>→&nbsp; diaphragm.</div>	
&nbsp; Alcoholic liver disease&nbsp;	"<div>→ AST/ALT classically ~2/1 and in the low-hundreds (e.g.,
250/125), but I’ve seen plenty of Qs
where this is not the case (e.g., ALT is normal and AST slightly elevated); in
chronic disease, enzymes can be
completely normal; in contrast, if you see ALT and AST in the thousands, e.g., both are 1200 and ALT is equal
to or greater than AST, think viral
hepatitis.<br></div>"	
Acetaminophen toxicity&nbsp;	"<div>→ metabolite called NAPQI causes necrosis; give activated
charcoal acutely (apparently there’s
a UW Q where this is the answer); give N-acetylcysteine otherwise to
“regenerate reduced glutathione” → reduced-G has a thiol
group (-SH) group.</div>"	
Other&nbsp;notable&nbsp;hepatotoxic&nbsp;drugs?&nbsp;	"<div>→ RIP from the TB RIPE drugs (i.e., rifampin,
INH, and pyrazinamide are hepatotoxic); statins + fibrates; antifungal -azoles +
terbinafine; methotrexate; halothane; acetaminophen; those are highest
yield probably.</div>"	
45F + BMI 29 + BP 140/90 + high TGAs + low HDL + elevated fasting glucose + slightly elevated AST&nbsp;and ALT; Dx?	"<div>&nbsp;→ NASH (non-alcoholic steatohepatitis) → caused by metabolic syndrome → Tx is lifestyle
modification to eradicate the metabolic syndrome.</div>"	
Above&nbsp;45F&nbsp;+&nbsp;completely&nbsp;normal&nbsp;liver&nbsp;enzymes;&nbsp;Dx?	"<div>→ NASH → I’ve seen plenty of Qs where all labs</div>
<div>values
they show you are completely normal + the only thing you’re left with is, “well
she’s fat / has metabolic syndrome,” and you eliminate
the others to just say, “well, this is NASH.”</div>"	
Histo&nbsp;of&nbsp;liver&nbsp;showing&nbsp;you&nbsp;large-ish&nbsp;circular&nbsp;lesion&nbsp;+&nbsp;tiny&nbsp;circles&nbsp;immediately&nbsp;next&nbsp;to&nbsp;it;&nbsp;Dx?	"<div>→ primary hepatocellular carcinoma → smaller lesions
are satellite lesions,
not mets.</div>"	
&nbsp;Histo&nbsp;of&nbsp;liver&nbsp;showing&nbsp;you&nbsp;cancer&nbsp;everywhere;&nbsp;Dx?&nbsp;	<div>→ <b>colon cancer; </b>bc cancer is everywhere it’s mets.</div>	
Grehlin function ?	"<div>Grehlin stimulates appetite
(greatest when haven’t
eaten for a while).</div>"	
Leptin function?	"<div>&nbsp;Leptin causes
satiety (feeling of fullness); greatest
<b>just after </b>a meal has started
→ sounds obvious,
but they show this in graph form, and the wrong answer
is immediately when you start eating.<br></div>"	
&nbsp;Liver&nbsp;disease&nbsp;+&nbsp;ascites;&nbsp;why&nbsp;the&nbsp;ascites?&nbsp;	"<div>&nbsp;→ <b>increased hydrostatic pressure
</b>(portal HTN).</div>"	
Liver&nbsp;disease&nbsp;+&nbsp;peripheral&nbsp;edema;&nbsp;why&nbsp;the&nbsp;edema?	"<div>&nbsp;→ <b>decreased oncotic
pressure </b>(decreased albumin
production by the liver).</div>"	
Tx&nbsp;for&nbsp;chronic&nbsp;pancreatitis&nbsp;	"<div>&nbsp;give patient
pancreatic enzymes → “pancrelipase” is an answer on another
NBME Q, which is a mixture of pancreatic lipases,
proteases, and amylases.<br></div>"	
Cause&nbsp;of&nbsp;chronic&nbsp;pancreatitis	<div>&nbsp;→ multiple bouts of acute pancreatitis.</div>	
<div>&nbsp;Major causes of pancreatitis&nbsp;<br></div>	"<div>→ alcohol + gallstones are major causes; hypertriglyceridemia + hypercalcemia are other known causes; may
also be caused by ERCP (endoscopic retrograde
cholangiopancreatography), mumps, drugs (e.g., sulfa). Absolutely do not
say “scorpion sting” without saying
the other causes
first or you’ll
get upbraided on your surg rotation.<br></div>"	
&nbsp;high ALP + high direct bilirubin + high lipase or amylase → Dx + Tx?	"<div>&nbsp;Gallstone pancreatitis =
choledocholithiasis = stone in ampulla of Vater = high ALP + high direct bilirubin + high lipase
or amylase → Dx + Tx = ERCP.</div>"	
&nbsp; First&nbsp;Tx&nbsp;for&nbsp;pancreatitis&nbsp;in&nbsp;general&nbsp;	"<div>→ USMLE wants triad of NPO (nil per os; nothing by mouth) + fluids + NG tube → if USMLE
asks for imaging,
do CT with contrast to look for fluid collections + degree of necrosis
→ <b>drain fluid collections
percutaneously; </b>if pseudoabscess forms and doesn’t regress, answer = <b>internal drainage via ERCP or EUS (endoscopic ultrasound)</b>; if frank
pus (fat enzymatic necrotic pancreas)
&gt;30%, must do necrosectomy (excision of necrotic pancreas) or aggressive percutaneous drainage.</div>"	
Acute&nbsp;pancreatitis&nbsp;+&nbsp;dyspnea&nbsp;+&nbsp;low&nbsp;O2&nbsp;sats&nbsp;+&nbsp;bilateral&nbsp;infiltrates	<div>&nbsp;= ARDS.</div>	
&nbsp;72M&nbsp;+&nbsp;fatigue&nbsp;+&nbsp;low&nbsp;Hct&nbsp;→	"<div>&nbsp;do colonoscopy; most common cause
of per rectum blood loss in elderly
→ diverticular bleed
+ colorectal cancer
+ angiodysplasia<br></div>"	
<div>&nbsp; 72M + fatigue + low Hct →</div>	"<div>&nbsp;do colonoscopy; most common cause
of per rectum blood loss in elderly
→ diverticular bleed
+ colorectal cancer
+ angiodysplasia&nbsp; painless&nbsp;<br></div><div>&nbsp;</div><div>bleeding in elderly.</div>"	
&nbsp;elderly guy with 2/6 mid-systolic who gets per rectum bleeding&nbsp;after argument with wife&nbsp;→	"<div>&nbsp;angiodysplasia → Heyde
syndrome = aortic stenosis + angiodysplasia → mechanism might be due to increased pressure within colonic
vasculature.</div>"	
Difference&nbsp;between&nbsp;diverticulosis&nbsp;vs&nbsp;diverticulitis&nbsp;	"<div>→ diverticulosis is simply the presence of diverticula</div>
<div>&nbsp;→ 50% of the US population over age 60 has
them → most commonly in sigmoid colon due to law
of Laplace (decreased diameter of sigmoid means greater pressure
on the wall → greater propensity for outpouching);
diverticular bleed is most common cause of per rectum blood loss in elderly → they need not be inflamed;
in contrast, diverticulitis is when there is inflammation of diverticula.</div>"	
69M + LLQ pain + fever.dx,tx?	"<div>&nbsp;=
diverticulitis → Dx with CT with contrast of abdomen → Tx w/ Abx (metronidazole,
PLUS fluoroquinolone or Augmentin; USMLE won’t ask you the exact Abx, but you should be aware that metro covers
anaerobes below the diaphragm) → <b><span style=""color: rgb(255, 0, 127);"">never</span>
</b>do a colonoscopy on someone
with suspected diverticulitis, as you may cause perforation. However, after the
diverticulitis is fully treated + cleared, patient
will need a follow-up colonoscopy to rule out malignancy.</div>"	
12M&nbsp;+&nbsp;pic&nbsp;showing&nbsp;you&nbsp;perioral&nbsp;melanosis&nbsp;(sophisticated&nbsp;way&nbsp;of&nbsp;saying&nbsp;hyperpigmentation&nbsp;around&nbsp;the&nbsp;lips); Dx?&nbsp;	"<div>→ Peutz-Jeghers
syndrome → they’ll sometimes just show you the pic and then ask
what kind of colonic polyps
you’ll see → answer = hamartomatous polyps</div>"	
They&nbsp;show&nbsp;you&nbsp;pic&nbsp;of&nbsp;PJS&nbsp;hamartomatous&nbsp;polyp;&nbsp;high&nbsp;cancer&nbsp;risk&nbsp;from&nbsp;this&nbsp;lesion?	<div>&nbsp;non- cancerous.</div>	
&nbsp;Patient with PJS; need special CRC screening?	"<div>&nbsp;→ yes, not bc of the hamartomatous lesions, but patients with PJS have increased risk of
many types of cancer; for 2CK: do colonoscopy at age 8; if polyps present, repeat
every three years;
if not present, repeat at age 18 and then every three years.</div>"	
&nbsp;What is IBS?&nbsp;	"<div>→ Irritable bowel syndrome → classically
constipation +/- diarrhea +/- other GI Sx like
cramping pain or GERD-like Sx that are relieved with defecation → there are many ways to Tx IBS, such as starting with psych screen, but if the USMLE asks about
meds, they like <b>lubiprostone, </b>which
is used for
constipation-predominant IBS (PGE1 analogue that causes increased Cl secretion
in bowel → Na follows
Cl → water follows
Na → softens stool).</div>"	
&nbsp;What&nbsp;is&nbsp;IBD?&nbsp;	"<div>= inflammatory bowel disease = Crohn and ulcerative colitis
(UC) collectively.</div>"	
HLA&nbsp;association&nbsp;with&nbsp;IBD?&nbsp;	"<div>→ HLA-B27 → “PAIR” → Psoriasis, Ankylosing spondylitis, IBD, Reactive
arthritis.</div>"	
Crohn GI findings?&nbsp;	"<div>→ mouth to anus; classically terminal ileum; frequently
intermittent bloody diarrhea if
colonic involvement; skip lesions causing “string sign” on contrast studies;
“cobblestone mucosa”; transmural
inflammation with non-caseating granulomas; perianal fistulae; B12 + fat- soluble
vitamin malabsorption.</div>"	
25M&nbsp;+&nbsp;oral&nbsp;ulcer&nbsp;+&nbsp;bloody&nbsp;diarrhea;&nbsp;Dx?	<div>&nbsp;→ Crohn</div>	
Extra-intestinal manifestations of Crohn?&nbsp;	"<div>→ classically erythema nodosum (red shins; not a rash;
this is panniculitis, which is inflammation of subcutaneous fat); anterior uveitis
(red eyes); oxalate
nephro-<br></div>
<div>/ ureterolithiasis (decreased fat absorption → more binding of fat to calcium [saponification] →</div>
<div>&nbsp;</div>
<div>therefore less calcium binds to oxalate
→ more oxalate
absorbed → oxalate stones).</div>"	
